Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff(Days),Issue Type,Priority,#Contributors
MDL-62584,Xmlrpc server returns content-length:0 for exceptions,"Moodle xmlrpc server returns content-length:0 header with non-empty content. For some reason https://moodle.net server strips out content completely in this case, probably because of the web-server (it uses nginx) or other software involved in page serving.

This results with error not being returned to sites that try to register.

Another challenge that this can not be reproduced in local/testing environments - header ""content-legth:0"" is just ignored and full response body is returned",9,28/5/2018,1/6/2018,4,Bug,Minor,5
MDL-62586,"Forum ""Started by"" column wraps badly","Would be nice to improve the way that we dispaly the Started by column when on smaller displays.
At the moment it wraps badly.",13,28/5/2018,8/6/2018,11,Bug,Minor,6
MDL-62719,Add hidden css style to course title in breadcrumb and navigation,"There is currently no simple visual indicator for course visibility status in boost theme in 3.4

I suggest adding of a hidden css class so the course title can be styled differently.",1,15/6/2018,21/10/2019,493,Improvement,Minor,2
MDL-62787,popper lib throwing minor warning about source map,"The last line of lib/amd/src/popper.js is a comment pointing to a source.map file that doesn't exist:

{{//# sourceMappingURL=popper.js.map}}

Firefox at least gives you a warning in the dev tools after it tries to access that file, gets a 404 error instead and then tries to interpret the error page as JSON.
{noformat}Source map error: SyntaxError: JSON.parse: unexpected character at line 1 column 1 of the JSON data
Resource URL: http://<moodlesite.com>/lib/requirejs.php/-1/core/first.js
Source Map URL: popper.js.map[Learn More]
{noformat}
I'm guessing just deleting the comment is the way to go here.",2,24/6/2018,8/9/2018,76,Improvement,Minor,2
MDL-63102,Reduce padding of blocks,Reduce the padding on the blocks on the dashboard,18,9/8/2018,17/10/2018,69,Improvement,Minor,6
MDL-63141,Update mod_imscp_core_calendar_provide_event_action callback to accept $userid,"As a follow-up to MDL-58768, we need to update the implementations of mod_<modname>_core_calendar_provide_event_action callback in all activity modules to accept a $userid parameter",11,15/8/2018,5/10/2018,51,Bug,Minor,4
MDL-63194,Moving questions from section to section in quiz does not work,"* Create a quiz
 * fill in some questions
 * add some section headings (two or more questions per section)
 * move a question from one section to another
 * reload the page -> the question is still at its former position",33,22/8/2018,11/10/2018,50,Bug,Minor,7
MDL-63414,Allow bulk download of assignments to create files in lastname_firstname format,"Currently when bulk downloading files submitted to an assignment, Moodle creates filenames that are firstname_lastname. Instructors have asked me if this can be configured to be lastname_firstname instead. Could an option be added?",2,21/9/2018,24/4/2020,581,Improvement,Minor,3
MDL-63465,New Web Service core_block_get_dashboard_blocks,"New WS to retrieve the blocks displayed in the user dashboard, this is necessary to be able to display the correct blocks (in the correct order) for mobile users.",15,26/9/2018,20/10/2018,24,New feature,Minor,5
MDL-63614,Activity completion - require passing grade or all attempts completed not working as expected,"If you set up a quiz to ""require a passing grade or have all attempts completed"" and use that quiz as the sole criteria for a badge.  It is impossible for a student who fails the quiz (but completes all allowed attempts) to earn the badge.

Steps to reproduce: (reproducable on qa.moodle.net)

on a site with badges enabled:
 # create a quiz, with a single true/false question.
 # Configure the quiz to allow 2 attempts and set the passing grade to 75
 # Enable activity completion for the quiz, and set the following: require grade, require passing grade, or all attempts completed
 # create a badge using the quiz as the sole criteria
 # enable the badge
 # Attempt the quiz twice by the student, failing the quiz both times.
 # Verify that the activity completion checkbox for the student is marked complete

Expected result: student should have been awarded the badge
Actual result: the badge is not awarded.

 ",22,11/10/2018,8/2/2019,120,Bug,Minor,6
MDL-63729,Update Badges Web Services to return new fields and data added by the 2.0 spec,"MDL-58454 added new fields and tables to support the 2.0 specification, we need to update the existing Web Services to return everything new",13,22/10/2018,13/11/2018,22,Improvement,Minor,5
MDL-63794,Display course category in course overview block,Look into the possibility of displaying the course category in the courses on the course overview block. This helps identify courses that have duplicate names.,20,29/10/2018,20/12/2018,52,Improvement,Minor,10
MDL-63844,"Re-add ""Date enrolled"" to participant's Enrolment details.","Prior to the Moodle 3.4 upgrade, each participant's Enrolment details (accessed by clicking the 'i' icon under status on the participants page) included the date on which the user was enrolled in the site. The upgrade to Moodle 3.4 removed this feature, this patch will bring it back.",25,2/11/2018,20/12/2018,48,Improvement,Minor,9
MDL-63913,"Add API function to generate unread counts for conversations by type, with favourites support.","This will assist in populating the unread counts for the accordion tabs in the new UI. 

Let's say we have 10 favourited conversations, and we have 4 of these with unread messages (it doesn't matter how many unread messages per conversation - ignore that), then the unread count for favourites would be 4.

Same applies to the group and individual types.",13,8/11/2018,20/11/2018,12,Improvement,Critical,4
MDL-63937,Form autocomplete should show the indicator when processing the AJAX request,"Updated on 2018-02-20:

Since [~dobedobedoh] already fixed the multiple AJAX request issue in MDL-62514. So in this PBI we only add the spinner/indicator to let the user know that their request is processing.

---------------------------------------------

We are suffering from MDL-56059, which means that the Ajax requests in the enrolled users UI are taking over 10 seconds. This exposes usability problems with the autocomplete form element.

MDL-51324 added throttling of the keyboard evens, so Ajax requests are only triggered 0.3s after the user stops typing.

However, if you type: ""T [0.5s pause] i [0.5s pause] m"" then it will initiate three concurrent ajax requests, all of which take ~10s +/- a few seconds. Therefore, when everything eventually updates, you may find yourself looking at the search results for ""T"", not ""Tim"".

So, I think that autocomplete should not send a second Ajax request until the first one is finished. That make the UI more understandable, and avoid overloading the database with multiple really slow queries.

Also, there needs to be more visible UI status while the form control is waiting for ajax.

The code in quiz autosave gets the waiting right, and might be worth looking at [https://github.com/moodle/moodle/blob/master/mod/quiz/yui/src/autosave/js/autosave.js#L299].

The old user-selector code took a different approach: [https://github.com/moodle/moodle/blob/master/user/selector/module.js#L92]. It tried to abort the current ajax request before starting a new one (line 147 there). However, I am not sure that fully works, because I don't think PHP can stop in the middle of waiting for a really slow database query to run. So, I think the quiz approach is better.",35,9/11/2018,8/3/2019,119,Improvement,Minor,9
MDL-64143,Contacts: Make contact names bold,"Contacts: Make contact names bold

!Contacts.png|thumbnail!",12,21/11/2018,1/2/2019,72,Bug,Minor,6
MDL-64165,Multiple things wrong with the helper method get_conversation_member_structure,There are multiple things wrong with this helper method that should be fixed before release as we do not want people using this incorrectly.,6,22/11/2018,24/11/2018,2,Bug,Minor,4
MDL-64180,Add new web service to expose number of unread contact requests,This is required by the mobile team - see MOBILE-2734.,7,23/11/2018,24/11/2018,1,Improvement,Minor,4
MDL-64200,Behat Firefox: Edit media dialog goes offscreen + create activity strange error,"After a number of behat runs towards the completion of the [https://docs.google.com/spreadsheets/d/1TcMJT3o2Cnyq006lmLWrXJeNQQzyNXz2E_Vbc8ff5EE/edit?pli=1#gid=0|3.6 testing release matrix], these 3 errors are happening consistently with Firefox & Mac.

A) This seems a silly one. After creating an assignment as teacher, the activity is just not there when logged in as student:

{code}
001 Scenario: Submit a PDF file as a student in a team and annotate the PDF as a teacher # /Users/stronk7/git_moodle/testing/mod/assign/feedback/editpdf/tests/behat/annotate_pdf.feature:70
      And I follow ""Test assignment name""                                                # /Users/stronk7/git_moodle/testing/mod/assign/feedback/editpdf/tests/behat/annotate_pdf.feature:118
        Link matching locator ""'Test assignment name'"" not found. (Behat\Mink\Exception\ElementNotFoundException)

1 escenario (1 fallaron)
38 pasos (14 pasaron, 1 fallaron, 23 saltadas)
0m49.18s (61.08Mb)
{code}

B) The insert/edit media dialog goes off-screen, leading to a couple of consistent failures.

{code}
001 Scenario: Insert some media as a video with display settings # /Users/stronk7/git_moodle/testing/lib/editor/atto/plugins/media/tests/behat/media.feature:50
      And I click on ""Display options"" ""link""                    # /Users/stronk7/git_moodle/testing/lib/editor/atto/plugins/media/tests/behat/media.feature:65
        The ""(//html/.//a
        [./@href][((./@id = 'Display options' or contains(normalize-space(string(.)), 'Display options') or contains(./@title, 'Display options') or contains(./@rel, 'Display options')) or .//*[(contains(concat(' ', @class, ' '), ' icon ') or name() = 'img') and (contains(./@alt, 'Display options') or contains(./@title, 'Display options'))])] | //html/.//*
        [translate(./@role, 'ABCDEFGHIJKLMNOPQRSTUVWXYZ', 'abcdefghijklmnopqrstuvwxyz') = 'link'][((./@id = 'Display options' or contains(./@value, 'Display options')) or contains(./@title, 'Display options') or contains(normalize-space(string(.)), 'Display options'))])[1]"" xpath node is not visible and it should be visible (Behat\Mink\Exception\ExpectationException)

002 Scenario: Insert some media as a video with tracks                                                                                    # /Users/stronk7/git_moodle/testing/lib/editor/atto/plugins/media/tests/behat/media.feature:85
      And I set the field with xpath ""(//*[contains(concat(' ', normalize-space(@class), ' '), ' atto_media_track_default ')])[1]"" to ""1"" # /Users/stronk7/git_moodle/testing/lib/editor/atto/plugins/media/tests/behat/media.feature:105
        The ""((//html//*[contains(concat(' ', normalize-space(@class), ' '), ' atto_media_track_default ')])[1])[1]"" xpath node is not visible and it should be visible (Behat\Mink\Exception\ExpectationException)

19 escenarios (17 pasaron, 2 fallaron)
1058 pasos (992 pasaron, 2 fallaron, 64 saltadas)
25m52.40s (74.62Mb)
{code}

Only tested with 3.6, may apply to older branches. Only verified with FF & Mac (passes perfectly with Chrome, any selenium & chromedriver version). Exact versions used:

- Firefox 47.0.1
- Selenium 3.141.59 (latest) & Selenium 3.13.0 (older).

Ciao :-)",17,24/11/2018,22/2/2019,90,Bug,Minor,4
MDL-64227,Nextcloud documents shared via controlled links that are displayed embedded in a file resource shows the complete site embedded,"See the attached image:
Steps to reproduce
# Enable Nextcloud repository integration
# Go to a course and create a file resource:
#* Using the file picker, browse the Nextcloud repository and add a file as a ""controlled link / link to file""
#* Use the display options to embed the file",10,27/11/2018,1/12/2018,4,Bug,Minor,6
MDL-64332,Error when duplicating a question with an IDnumber,"Starting with *Moodle 3.6*, questions _can_ have an ID number (which must be _unique_ within a given category). This results in a bug when duplicating a question with an ID if the user forgets to give the duplicated question a different ID. I would have reported this in the tracker, but I've lost touch with it for a few years. I hope the info below will be useful for someone to create a bug report.

My original question had an ID number = 99.

Error writing to [database|https://moodle.org/mod/glossary/showentry.php?eid=15&displayformat=dictionary]

*Debug info:* Duplicate entry '2-99' for key 'mdl_ques_catidn_uix'
INSERT INTO mdl_question

etc.

*Stack trace:*
 * line 489 of \lib\dml\moodle_database.php: dml_write_exception thrown
 * line 1329 of \lib\dml\my[sql|https://moodle.org/mod/glossary/showentry.php?eid=6851&displayformat=dictionary]i_native_moodle_database.php: call to moodle_database->query_end()
 * line 1375 of \lib\dml\mysqli_native_moodle_database.php: call to mysqli_native_moodle_database->insert_record_raw()
 * line 372 of \question\type\questiontypebase.php: call to mysqli_native_moodle_database->insert_record()
 * line 273 of \question\question.php: call to question_type->save_question()

Note: First reported in the Quiz forum at https://moodle.org/mod/forum/discuss.php?d=379434#p1529695",15,5/12/2018,14/12/2018,9,Bug,Minor,5
MDL-64388,Add info about 3.6 theme layout changes to theme/upgrade.txt,"It seems there is a new feature in the theme layout files resulting in messaging not working for sites using a custom theme when they upgrade to Moodle 3.6.

It would be helpful for info to be added to theme/upgrade.txt.",9,13/12/2018,20/12/2018,7,Task,Minor,5
MDL-64404,Qtype gapselect: currency like options ($4) do not show in the selector ,"Create a 'Select missing words' (gapselect) question and add an option group with values that are currency like e.g. '$2 or $4.99'. Preview the question and see how the select dropdown has '' where the option should show the currency value.

Note that it is possible to 'sort of fix this' by putting a space between the $ and the first digit.",10,15/12/2018,8/2/2019,55,Bug,Minor,5
MDL-64506,Remove clean theme,"Remove the clean and bootstrapbase themes.
This changes should also consider:
# removing the less compilers from both php and grunt
# removing old references to bootstrapbase:
## /lib/adminlib.php :  bootstrap_renderer
## /lib/outputlib.php : find_theme_config('bootstrapbase', /lib/weblib.php : bootstrap_renderer::
## /lib/setuplib.php: bootstrap_renderer::
# updating any unit tests which make use of the {{clean}} theme to make it use {{classic}} instead. There are some which test theme availability and fallback.",34,7/1/2019,6/4/2019,89,Task,Minor,10
MDL-64540,Backport MDL-60008 - File won't render in the grader if both submission types are selected,"MDL-60008 was a bug, but was integrated to master only. In https://tracker.moodle.org/browse/MDL-60008?focusedCommentId=647360&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-647360, it was agreed by [~damyon] and [~jpataleta] that there will be a backport request to backport MDL-60008 to stables, but this wasn't created during integration anymore as far as I see.

As the creator of MDL-62467 which was closed as ""will be solved by MDL-60008"", I would be very keen to see MDL-60008 backported to stables. Thanks for your consideration.",20,9/1/2019,22/2/2019,44,Bug,Minor,6
MDL-64547,Forum facelift,"Update the look and feel of the forum.

This is a placeholder for the Forum Facelift project.
More detail will be added here shortly.",6,11/1/2019,22/5/2019,131,Epic,Minor,6
MDL-64615,App download page (setuplink) should not append site info for custom download pages,When using a custom download page with slash arguments the resulting page loses the slashes.,13,17/1/2019,29/3/2019,71,Bug,Minor,5
MDL-64672,Add behat test for new message drawer to unread messages,"*Feature*
In order to know how many unread messages I have
As a user
I need to be able to view an unread message

*Scenarios*
* Show unread messages on the popover
* Show unread messaged for starred/group/private
* Clicking/reading a message marks it as read",29,23/1/2019,27/4/2019,94,Improvement,Minor,6
MDL-64715,Messaging: Add support for personal space,"For personal space in messaging, a number of things are required:
- Sending a bulk message from the course or site to one's self must also trigger the email processor for that sender. Currently (3.6 ) it does not. This is in the message manager.
- personal space conversations should be returned by the relevant APIs and web services.
- personal space conversations should be displayed in the UI
- A user should be able to reply to a personal space conversations
- (as per 3.5 and older) a user should not be able to initiate a personal space conversation with themselves via the messaging UI. It can be achieved only via the bulk messaging.

We also need to make sure that options like ""Block"" etc - which don't really make sense when talking about the current user - are removed from the UI.

",60,29/1/2019,23/4/2019,84,Improvement,Major,14
MDL-64954,"Provide a ""More info"" link to extend the information available for the different analytics elements in core","This issue is about making sure that users are well informed when using the analytics tool.

The create / edit model page includes some elements which meaning is not clear from a simple and short description (e.g. the text of a select box's option). *Targets* and *Time splitting methods* fields already have a help text to explain what they are. We should provide a link to a Moodle Docs page where more info about the available options is displayed.",17,26/2/2019,10/4/2019,43,Improvement,Critical,8
MDL-65081,\single_select::export_for_template() doesn't set attributes,"The \single_select::export_for_template() doesn't set the attributes. For example:

{code}
$attributes = [
    'data-action' => 'some action'
];
echo $OUTPUT->single_select('#', 'action', $options, null, ['' => 'choosedots'], 'formid', $attributes);
{code}

The HTML for the select element doesn't include the 'data-action' attribute.",10,15/3/2019,29/3/2019,14,Bug,Minor,5
MDL-65114,Messaging: timestamp should include days and years in main conversations list,"Like ""Monday, 11th March 2019"".

Update: Spoke to UX and the outcome was:

For conversations listed on the main view (Starred, Group, Private), we want to:
 - Display the time in the format ""14:18"" for conversations having a message posted today.
 - Display the date in the format ""29/01/19"" for conversations older than today.

This likely means we can't simply use the strftimetime24 in the template and must preformat the dates before rendering the template",20,20/3/2019,6/4/2019,17,Improvement,Minor,6
MDL-65144,Logo on Boost is not scaled on login page ," The logo help says:

""A full logo to be used as decoration by some themes (such as core themes). This image can be quite high resolution because it will be scaled down for use (and cached for performance). Logos that are wider than they are high usually give better results. Formats accepted: PNG and JPG.""

On Boost in 3.6.1 it is not scaled.  This seems to be a regression.

 

!screenshot.png|width=1124,height=755!",19,21/3/2019,2/4/2019,12,Bug,Critical,8
MDL-65222,Explain question walkthough tests,"As [~dougiamas] always used to say, asking good questions is one of the most powerful tools for education. Recently, [~lameze] asked me some good questions about qbehaviour_walkthrough_test_base which I answered to explain what theses tests were all about. Rather than leaving those answer to get lost in a Telegaram chat, they should be put into the PHPdoc comments.",10,29/3/2019,23/4/2019,25,Improvement,Minor,4
MDL-65423,Incorrect possible value in the Mobile features multiple selector,"There is an incorrect element value in the ""Disabled features"" option within the Mobile administration options.",9,26/4/2019,11/5/2019,15,Bug,Minor,4
MDL-65436,Undefined $select variable when upgrading,"Got this error while upgrading to the latest weekly release:
{noformat}
Notice: Undefined variable: select in /home/jun/moodles/stable_master/moodle/lib/db/upgrade.php on line 3135
{noformat}
",10,29/4/2019,1/5/2019,2,Bug,Major,7
MDL-65458,Improve the group messaging digest email html,"The group messaging html improvement have been added in  MDL-64017

This issue has been created to further tweak and improve the design.

 !Email notifications.png|thumbnail! ",13,1/5/2019,4/5/2019,3,Improvement,Major,7
MDL-65474,User image disappears when adding a video to a posting,"The left column containing user + group images collapses when adding a video to a posting.

additional points I'll address in this issue:
The user + group images are not part of the post header but shown as a column left of the post. Which makes the post heading hard to style using css.

There is no visual distinction between user and group images.

The user image has a aria-hidden=true tag, the group images don't have the aria-hidden tag.

When adding a rating to forum posts the rating selector position looks wrong, it should be part of the post footer.",8,2/5/2019,9/5/2019,7,Bug,Minor,6
MDL-65492,Cache admin UI: make it easy re-purge the cache you just purged,"When doing mobile development of plugins, you need to purge the tool_mobile/plugininfo every time you change the CSS.

You can just use Purge all caches, but that is horribly slow.

Of you can go to the cahce admin page, find the right 'Purge' link in the middle of the page (which is slow) but then the actual purging is faster.

It occurred to me that there are probably other cases, when you are tring to fix a specific thing, where you might need to purge the same cache a few times in a row. Therefore, I propose to change the ""Successfully purged the requested definition."" Notification to instead say something like ""Successfully purged the ""This stores the list of plugins with mobile addons (tool_mobile/plugininfo) cache. _Purge again_.""",30,3/5/2019,14/6/2019,42,Improvement,Minor,6
MDL-65599,Invalid parameter value detected when dismissing the user competency summary modal ,"As reported by [~jmeuriss] in MDLQA-13390:

getting an ""invalid parameter exception"" at step 6 of Test 2 when dismissing the modal showing the details of the competencies. The error doesn't occur when viewing dismissing the first modal window, but occurs with all the following ones. That is I view A2, dismiss the modal --> ok; I view B1 and dismiss the modal --> exception; I view B2 and dismiss the modal --> exception

Could be reproduced on QA test site with the following steps.
 # Log in as teacher and select a course
 # Go to the competencies page and add a competency to the course
 # Go to competency breakdown page 
 # Click a first time on ""not rated"" in Rating column then dismiss the modal --> ok
 # Click a second time on ""not rated"" then dismiss the modal --> exception thrown

{quote}Invalid parameter value detected
File: /lib/externallib.php
Line: 349

Stack trace:
moduleid => Invalid parameter value detected (Invalid external api parameter: the value is """", the server was expecting ""int"" type): Invalid external api parameter: the value is """", the server was expecting ""int"" type
Error code: invalidparameter
* line 349 of /lib/externallib.php: invalid_parameter_exception thrown
* line 223 of /lib/externallib.php: call to external_api::validate_parameters()
* line 59 of /lib/ajax/service.php: call to external_api::call_external_function()
{quote}",7,14/5/2019,16/5/2019,2,Bug,Minor,6
MDL-65619,Default notification preferences are unset by default for Permitted/Locked/Disallowed,"After changes made in MDL-64495 adding a new Notification settings page, both Notification plugins' settings and Default notification preferences are altogether. As discussed in MDL-64495, when admin enables a new notification provider, no default notification preferences column appears. But when they click on Save changes, all preferences for all providers are saved, even the preferences don't exist in the page. 

This behavior doesn't respect default values for user preferences and unsets all default preferences. ",8,15/5/2019,16/5/2019,1,Bug,Minor,5
MDL-65744,Upgrade lib\minify to latest release,"lib\minify\readme_moodle.txt implies both of these should be upgraded at the same time.

MatthiasMullie\Minify /lib/minify/matthiasmullie-minify/ 1.3.51 1.3.61 Yes [https://github.com/matthiasmullie/minify/releases]

MatthiasMullie\PathConverter /lib/minify/matthiasmullie-pathconverter/ 1.1.0 1.1.2 Yes
[https://github.com/matthiasmullie/path-converter/releases]",13,29/5/2019,19/7/2019,51,Task,Minor,5
MDL-65758,Upgrade mustache.js to 3.0.1,"There's a major version bump here so we want to get on top of it ASAP.

Mustache.js	/lib/amd/src/mustache.js	2.3.0	3.0.1	Yes	https://github.com/janl/mustache.js/releases",9,29/5/2019,19/7/2019,51,Task,Minor,5
MDL-65797,Performance improvements for user / group overrides for mod assign,"At scale the hairy sql here performs really badly, eg minutes to load the grading UI:

[https://github.com/moodle/moodle/blob/master/mod/assign/gradingtable.php#L172-L236]

Some combination of sql rewrite or indexing needed.

 ",23,30/5/2019,28/6/2019,29,Improvement,Minor,6
MDL-65920,Further PHP 7.2 adodb bug fixes,Following on the steps of MDL-58546 there are still usages on {{each()}} and {{create_function()}} within the adodb library,16,14/6/2019,9/1/2020,209,Bug,Minor,5
MDL-65937,Use the checkbox-toggleall component for the lesson activity,"h5. Who is this for?
* Moodle users who can manage lesson activities (e.g. teachers, course managers, etc)

h5. What is the problem that you're trying to solve?
* The inconsistent way of checking items on a list throughout Moodle

h5. Why does it need solving?
* A consistent way of checking items on a list would provide a better user experience

h5. How does this issue tackle the problem?
* The patch for this issue will implement the usage of the checkbox-toggleall output component which aims to improve the UI and UX by:
**  having a master checkbox for toggling the checked states of the checkbox elements in the items list.
** making the ""{{With selected}}"" select box enabled only when there's at least one item selected.",15,17/6/2019,16/8/2019,60,Improvement,Minor,5
MDL-66076,Epic: Create advanced forum reporting,"This is an epic to capture all of the relevant changes to support enhanced reporting within the Forum.

This issue duplicates a number of other issues but serves as a clean place for the purposes of project development.",22,4/7/2019,12/10/2019,100,Epic,Blocker,10
MDL-66087,MDL-63042 sets bg on dasboard to light gray,"MDL-63042 set the background color on #page-my-index to a light shade of gray ($gray-100: #f8f9fa).

This means if you set the $body-bg variable, then every page background will change apart from this one.

I'm not totally sure what the reasoning behind the color choice is (possibly to set off the blocks from the white background better but one option is to set a variable for this (name will probably depend on the exact reason for the choice):

$dashboard-bg: darken($body-bg, 10%) !default;

This will be the same color as now if the body-bg is white, and it should work for most other light shades as well. If someone wants to use a very dark background then they may need to override this variable.

 ",14,5/7/2019,5/12/2019,153,Improvement,Minor,10
MDL-66115,Setting message on ddimageortext if choice not found allows legacy cron to finish,Adding this fix for the bug reported in MDL-66095 which allows the cron job to finish while we get that fix under control.,15,10/7/2019,19/7/2019,9,New feature,Major,5
MDL-66272,Custom theme favicon on LTI provider site breaks LTI authentication,"This report stems from the discussion at [https://moodle.org/mod/forum/discuss.php?d=371252]

Problem: If a favicon is added through a custom theme setting on the provider site, LTI authentication doesn't work. 

A technical description of the issue can be read here: [https://moodle.org/mod/forum/discuss.php?d=371252]

 ",10,29/7/2019,9/8/2019,11,Bug,Minor,5
MDL-66375,"Option to disable the ""Forgotten password"" feature in the app",We should allow site admins to disable this features so its not displayed in the app.,9,12/8/2019,30/8/2019,18,Improvement,Minor,5
MDL-66849,Appearance of tooltip title attributes in custom menu is incorrect,"Custom menu items that don't have an optional tooltip title (3rd parameter) specified, end up with duplicated menu item text in the HTML title attribute. This is an accessibility issue because screen readers will read both the link text and the title attribute resulting in every menu item being repeated twice.

Parent dropdown custom menu items that should have a title, when specified, do not end up with a title tag.
h4. *What I expected*

If no tooltip title parameter is specified, there should be no title attribute included in the link. If a title was specified, it should be included in the link.
h3. *Before the fix is applied*

Before you begin, make sure your Moodle site is using the default Boost theme as some 3rd party themes may override Moodle's default behaviour.
 # Log into Moodle as a *Moodle Administrator*.
 # Navigate to *Site Administration* > *Apperance* > *Theme* > *Theme settings*
 # In the *Custom menu items* field, copy the example included in that section and paste it into the field. For our purpose, you will need to make 2 changes:
 ## Replace the first line with: *Moodle community||My community*
 ## Replace the 4th line with: *-German Moodle Docs|https://docs.moodle.org/de|Documentation in German*
 # Scroll down to the bottom of the page and click *Save Changes*.

h3. *Before the fix is applied*

*Screenshot*
 !image-2020-02-18-16-26-51-903.png!

As you can see in the screenshot of the HTML source code for all of the links in the custom menu:
 # There is no *title* attribute for the *Moodle community* menu item. This is incorrect as *title* parameter *was specified* yet none appear (highlighted in yellow).
 # There are a *title* attribute for the *Moodle Free Support*, *Moodle Docs*, *Moodle Development*, and *Moodle.com* menu items. This is incorrect as a ** *title* parameter *was not specified* for any of these items and is an accessibility issue.  (highlighted in red).
 # There is a *title* attribute for the *German Moodle Docs* menu item: *Documentation in German*. This is correct as a *title* parameter *was specified* (highlighted in green)*.*",58,4/10/2019,17/4/2020,196,Bug,Minor,9
MDL-66893,Improve the Forum grader UI,"Once the majority of the forum grading interface functionality has been implemented, we should make the UI match the designs.",14,10/10/2019,8/11/2019,29,Improvement,Minor,8
MDL-66960,Align question bank column titles,"The column titles of the question bank, (""Question"", ""Created by"", ""Last modified by"") are not aligned by css and do top align only by coincidence (master). In Moodle 3.7, ""Question"" really does not align.
This could be fixed.
Also, the checkbox in the title column for selecting all questions could then be bottom aligned to be closer to all other checkboxes.

 !MDL-66960-before.png|width=420! ",7,18/10/2019,22/10/2019,4,Bug,Minor,5
MDL-66966,Upgrade TCPDF to 6.3.2,"Upgrade TCPDF to 6.3.2. It includes (practically all*) the changes required to allow it to work with php74.

Bump from 6.2.26 to 6.3.2.

\* practically all, because there are still some PRs, not merged upstream that maybe we'll need to apply locally.",8,20/10/2019,29/11/2019,40,Bug,Minor,5
MDL-67073,Wrong context level for capability moodle/course:viewsuspendedusers,"capability moodle/course:viewsuspendedusers has context_system when it is something that can be granted in the course

This capability can still be added to the roles that are assignable in the course context (such as editingteacher), however it can not be overridden because of the wrong definition",7,30/10/2019,22/11/2019,23,Bug,Minor,6
MDL-67077,Remove curly brace syntax for accessing array elements in H5P component,"We have to solve an issue raised in php74 regarding the deprecation of the curly braces  in php74.
Link: https://ci.moodle.org/view/Testing/job/DEV.74%20-%20PHPUnit%207.4%20-%20MDL-66260/8/

Array and string offset access syntax with curly braces is deprecated
{code}
/var/www/html/lib/h5p/h5p.classes.php:2760
/var/www/html/h5p/classes/autoloader.php:56
/var/www/html/h5p/classes/autoloader.php:56
/var/www/html/h5p/classes/framework.php:36
/var/www/html/lib/classes/component.php:118
/var/www/html/h5p/classes/factory.php:76
/var/www/html/h5p/tests/framework_test.php:48
/var/www/html/lib/phpunit/classes/advanced_testcase.php:80
{code}

More details: https://tracker.moodle.org/browse/MDL-66609?focusedCommentId=707888&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-707888",11,30/10/2019,22/11/2019,23,Sub-task,Minor,5
MDL-67097,Identify and fix problems with rtlcss support after css parser upgrade,"MDL-65759 upgraded the parser.
lib/rtlcss uses this.

As a result, video js stopped working on RTL (MDL-66982), as some directives (valid ones) were not being respected any more.

That issue was closed, but caused a larger RTL issue (MDL-67086).

This issue is about working out why the css parser upgrade caused this (this was verified via a bisect - before that change the issue in MDL-66982 is not present)

Edited: 
Note: As part of this issue resolution we need to ensure, apart from understanding why our RTL is so ""unestable"" and fixing it, that MDL-66982 (RTL videojs) is fixed. Just to avoid forgetting it.",25,31/10/2019,8/11/2019,8,Bug,Blocker,7
MDL-67165,Improve the user grade display modal,Once we get the core functionality of displaying user grades into core we should have UX run through it and provide us with some designs.,34,7/11/2019,20/12/2019,43,Improvement,Minor,6
MDL-67300,Calendar: Inconsistent behaviour of managegroupentries capability,"1. When creating a new calendar event in a specific course, which calls calendar_get_allowed_event_types with a passed-on course id, you need one of the following capabilities:

moodle/calendar:manageentries (to create a course event)
or
moodle/calendar:managegroupentries, and a group membership or accessallgroups (to create a group event).

The manageentries capability also gives you the same permissions as managegroupentries, i.e. if you can manage course entries, you can also manage group entries (for groups you belong to, or if you have accessallgroups).

Overall, this behaviour seems fairly logical, so I'm assuming it is correct/intended.

2. When editing a calendar event, calendar_get_allowed_event_types *without* passing in a courseid, you need 

moodle/calendar:manageentries on any course (for a course event)
If you additionally have moodle/calendar:managegroupentries on that course, and a group membership or accessallgroups then you can also do group events.

Notice that this is different: editing (with course id not passed) requires both manageentries AND managegroupentries in order to edit a group event, whereas creating (with course id passed) requires either manageentries OR managegroupentries.

This strikes me as wrong. It also means you cannot correctly configure it so that some people can create tutor group events but not course ones (which is what we would like it do do). If you try to make that configuration, then it does indeed work so that these users can create tutor group events, but they then may be unable to edit the event they just created, which is obviously wrong.

See test script for an example of how to reproduce this.",21,19/11/2019,29/11/2019,10,Bug,Minor,5
MDL-67522,Config-dist refers to $CFG->lock_file_root but code uses $CFG->file_lock_root,"Config-dist refers to $CFG->lock_file_root but code uses $CFG->file_lock_root

See https://github.com/moodle/moodle/blob/master/lib/classes/lock/file_lock_factory.php#L66-L70",8,14/12/2019,20/12/2019,6,Bug,Minor,4
