Issue ID,Issue Summary,Issue Description,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71
MDL-62796,tool_policy does not show popup for users who are not logged in and not logged in as guests,"When working on tool_policy we implemented the same logic as what $CFG->sitepolicyguests did - policies are shown only to users who are logged in as guests.



However Moodle sends cookie even for users who are not logged in at all, which means that we need to display popup even in this case",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-62802,User IP not removed when user is deleted,"Need to confirm, but it appears that the user's IP address is not removed from the user table when the user invokes their right to be forgotten.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62830,User deletion not GDPR compliant : personal data not deleted (lastip),"When deleting a user from user interface (probably for web-service also) not all the personal data is deleted or scrambled. (example lastip, phone, address ...). This is not GDPR compliant.



Steps to reproduce:



1) create a user with personal data like phone, address, url



2) login as that user - lastip will be stored



3) delete the user



4) email and username are scrambled, but the other personal data is still there. 



Regards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62837,Age of Consent Verification for Uploaded Users,"GDPR Digital Age of Consent Verification Improvement

Suggestion: Enable the Digital age of consent verification check for uploaded users before they can agree to a policy.

Suggested scenario:

Site privacy policy is enabled and required for users logging in for the first time.
A csv file of usernames is uploaded to Moodle, with first name, last name, username and email fields completed;
An uploaded user logs in for the first time and is prompted to agree to the site privacy policy.
If Digital age of consent verification check is enabled, the user should be prompted to enter their age (as on the manual sign up page). If they are not above the age of consent, they should be prompted to ask a guardian to contact the site admin to consent on their behalf, preventing login.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62843,Moodle is not clear on data retention when deleting a user,"When a site admin deletes a user, they are prompted with ""Are you absolutely sure you want to completely delete the user 'username', including their enrolments, activity and other user data?""



However we know that there is in fact quite a lot of user data that Moodle does not delete - things like assignment uploads - which once the user is deleted, cannot be removed from the site without deleting the course (this is very impractical) etc.



This is compounded by the fact that the user cannot request a tool_dataprivacy deletion after they are already deleted, so their data is ""lost to them, but kept by moodle"" forever.



I believe this puts us in a bad situation with GDPR compliance.



In a perfect world, I would like to see a checkbox or some way of asking the site admin if they want to permanently delete ALL user data at the time (like, on the same page) as they delete the user, on a per-user deletion basis (not a global setting that affects all user deletions).



OR



we need to very clearly state on the user deletion page that this method will leave the users data behind in the system, and very as specific as we can - and with instructions (from Moodle Docs link?) on how the site admin can remove this data post user deletion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62852,Display audience at the viewall.php page,Working on MDL-62670 I've realised the audience is not displayed anywhere. It would be great to display it at least on the viewall.php page.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62862,Data Protection Office cannot reply to other enquiries,"When DPOs receive enquiries, there is no straight forward way to reply on the data requests page",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62865,User accounts (and Forum threads) are not anonymised after deleting personal data,"After deleting a user's personal data, her posts are anonymised and their contents deleted. Setting the ""deleted"" flag allows the forum to display an appropriate notice, hinting at the fact that parts of the discussion have been deleted as a consequence of a deletion request. Therefore, personal data (Name, ID) are not visible anymore *within* the thread.



However, if someone whose data have been deleted also was the starter of a thread, her name is still visible in the *list of all threads* in a forum, even though the first post is not visible.



*Expected behaviour*



The name of a user whose personal data have been deleted should not be visible anymore, anywhere. At least not in public-facing pages.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-62873,GDPR data export never completes,"Running GDPR data export never completes.



Problem appears to be that tasks taking longer than cron intervals are restarted at next cron cycle and therefore never end.



Switching off cron, and then running cron file from command line, allows successful completion.



(Taking 1364 seconds to complete task for this user who has participated in a large number of quizzes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62892,GDPR user delete process,"After some weeks with GDPR experience we came to several cases related to user deletion process we would like to see optimized.

* When a user account is deleted in the standard process in user management, via csv upload with delete field or external tools (LDAP, webservices etc.) the GDPR compliant process is not started. That means we will store user data in our site without any option to delete them completely.

* When a user account was deleted in former days we can't see the user account in the system but data are available in the database.



This brings me to the question how we can delete such data effectively. Here some ideas:

* Site setting for user management that user account deletion starts privacy API user account delete process starts automatically or the user account is added to the list of accounts for manual confirmation

* In user upload process settings an additional option settings allows definition how to handle delete in formation in csv file.

* For external processes that delete user accounts it should be possible to trigger the privacy API delete process.

* User accounts in database that are deleted earlier and that are invisible in the interface should be cleaned up on request by an admin process.



For each of the cases the options could be auto delete by privacy API or adding to the bulk deletion process in privacy API.



.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62904,Users can't find where to request account deletion,"The support emails for moodle.org and learn.moodle.net often receive messages from people wanting to delete their account but not finding where to request it in the UI. We created the following canned response:

{quote}To request for your data to be deleted from [moodle.org|http://moodle.org/], please



# Log in and go to your profile [https://moodle.org/user/profile.php]

# Click 'Data requests' in the Privacy and Policies section

# Click the New request button

# From the dropdown, select 'Delete all of my personal data'

# Click the Save changes button.{quote}



Rather than expecting users to go through all of the above steps, it would be good to simply provide them with a link on their profile page.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62915,Privacy API deletes Primary Admin Account,"If the primary admin asks for deletion of personal data and the process is confirmed the admin account will be deleted.



It should never be possible to delete a primamry user account in Moodle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62948,tool_policy behat failure,"{code}

....F----------------



--- Failed steps:



001 Scenario: Accept policy on login as guest # /var/www/html/admin/tool/policy/tests/behat/consent.feature:452

When I press ""Log in as a guest"" # /var/www/html/admin/tool/policy/tests/behat/consent.feature:464

WebDriver\Exception\UnknownError: unknown error: Element <input type=""submit"" value=""Log in as a guest""> is not clickable at point (265, 579). Other element would receive the click: <div class=""eupopup-head""></div>



{code}



The bottom floating footer covers the ""Login as guest"" button.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62962,tool_dataprivacy unit tests have data created in a provider,"{{admin/tool/dataprivacy/tests/api_test.php::get_data_requests_provider}} is creating data in a {{dataProvider}}. This is fundamentally wrong and will break things.



This is seen when calling _any_ phpunit test which does not reset state as a database modification.



Data providers are run before phpunit starts at all. They _must not_, in fact _can not_ create data because they are called _prior_ to {{setUp}} and any test.



They _must not_ be used to create data. They are intended to provide a set of data and expected result, not as a test {{setUp}}.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62980,Data privacy requests can fail validation with unhelpful information for the user,"Data privacy requests are automatically validated according to the rules in the persistent object. But no checking is performed in a way to present a helpful message to the user who submitted an invalid request. The comments field is the worst offence, because it is a text area allowing anything to be entered, but on the backend it is validated as PARAM_TEXT. This means HTML tags etc will be stripped, but any change to the text will cause the validation to fail with an unhelpful message:



error/invalidpersistenterror - Bunch of unhelpful text...







To reproduce, create a privacy request with the text ""<b>bold</b>"" as the comment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62989,Improve data request order for users,"The user view of data requests (within user profile) orders requests by status ID and then ascending date, which is confusing where a user has made many requests.



Data requests for users should display ordered by 'Date requested', descending, so that their most recent request is at the top of the list, so they have an easy to view, and intuitive timeline of current and past requests.



The screenshot below shows the current order, which shows a pending request at the top (pending has a lower status ID than complete/rejected), but the most recent completed export is at the bottom of the list.



!data-requests-order.png|thumbnail!



Currently this has caused some issues for developers (eg clicking and downloading older versions of requests), however I see this becoming confusing for users in the future, when the functionality has been available long enough for students/teachers etc to have amassed a list of requests, such as if they are towards the end of a degree, and have been making requests at the end of each semester.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62996,Missing upgrade.php file on tool_dataprivacy may cause errors when upgrading from 3.3 or 3.4,"This issue is related to the tool_dataprivacy and was discovered while fixing the following issue at the School demo: https://tracker.moodle.org/browse/MDLSITE-5502



Sites with Moodle 3.3 or 3.4 and the version 3x.0.0 or 3x.1.0 of the tool_dataprivacy installed won't have all the tables and fields created in the 3x.2.0 plugin version when they upgrade to 3.5. These tables and fields won't be created because the db/update.php file was removed when the plugin was moved to core: MDL-61899.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-63009,Data requests should note site of origin in email notifications,"Data request emails should identify the site of origin, as this is not currently included, except as part of the ""from"" address. This will help avoid confusion for privacy officers who manage multiple sites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63011,Paypal enrolement data processing breaks GDPR,"Paypal enrolement seems to get information from Paypal about users address registered at paypal and paypment process used in paypal. All these information are not visible via interface.



Storing this data even if they are inviisible breaks GDPR in some situtions.. Specially finance relevant data can be sensible special categories of data.



If such data re not visible in Moodle and there is no need to use theme they shouldn't be stored in Moodle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63013,Allow terms and conditions to be agreed to before showing the privacy statement.,"It is demanded to have a feature that the user has to agree to the terms and conditions statement first prior going through the rest of policies acceptance workflow. This requirement follows on from the initial mock-up:



!screenshot-1.png|thumbnail! 



The basic use case comes from uni's (or other organisations) wanting a user to first sign off on the site terms and conditions, as a contract of use for the site. If the user doesn't want to sign off on this then they won't be allowed access to the site (no matter what), and there is no point at all in proceeding to show them privacy statements (why waste their time?).



So, in more 'user story-like' language:



As an admin I need my users to agree to the site T&Cs as a contract and their agreement of use, before proceeding with any other sign on functionality as without their agreement to the T&Cs they will not be allowed on the site.



This is also a way to more formally separate the T&Cs from privacy statements - they have different purposes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63021,Add function to delete data requests,I can't see that data requests can be deleted anywhere when the request is completed. This should be possible by marking them or by time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63023,User can only see the second policy document when agreeing to policy documents.,"Replication steps as follows:



# With a clean installation

# Change the Site policy handler to ""Policies (tool_policies)"" Site adminstration > Users > Privacy and policies > Policy settings

# Go to Manage policies (Site administration > Users > privacy and policies > Manage policies).

# Add a new policy.

# Name it Terms and conditions and leave the type as ""Site policy"". Fill in some content for the summary and Full policy textareas. Set the Policy status to ""Active"".

# Create another new policy.

# Call it Privacy policy.

# Set the type to ""Privacy policy"".

# Fill in the summary and full policy.

# Set the Policy status to ""Active"".

# Log out.

# Log in as a student.

# Notice that you are on the privacy policy and not the terms and conditions page.

# The right hand side reads ""Policy 2 out of 2"".

# There is no way to click back to the ""Terms and conditions page""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63072,admin/tool/policy/tests/behat/consent.feature random fails,"{code}

2037 sm:master> vendor/bin/behat --format=""moodle_progress"" --out=""std"" --format=""progress"" --out=""/Users/nicols/Sites/moodles/sm/extra/behat/progress.txt"" --format=""pretty"" --out=""/Users/nicols/Sites/moodles/sm/extra/behat/pretty.txt"" --config=/Users/nicols/Sites/moodles/sm/moodledata_behat/behatrun/behat/behat.yml --tags arn

Moodle 3.6dev (Build: 20180727), 6e8235c7d3957120f16f5b9d4df8ef1ec82558b5

Php: 7.1.17, pgsql: 9.6.9, OS: Darwin 17.7.0 x86_64

Server OS ""Darwin"", Browser: ""firefox""

Started at 03-08-2018, 10:21

.......................................F--------------



--- Failed steps:



001 Scenario: Accept policy on sign up, after completing sign up attempt to create another account # /Users/nicols/Sites/moodles/sm/moodle/admin/tool/policy/tests/behat/consent.feature:487

Then I should see ""Please agree to the following policies"" # /Users/nicols/Sites/moodles/sm/moodle/admin/tool/policy/tests/behat/consent.feature:541

""Please agree to the following policies"" text was not found in the page (Behat\Mink\Exception\ExpectationException)



1 scenario (1 failed)

54 steps (39 passed, 1 failed, 14 skipped)

0m3.02s (45.75Mb)

{code}

{code}

2043 sm:master> vendor/bin/behat --format=""moodle_progress"" --out=""std"" --format=""progress"" --out=""/Users/nicols/Sites/moodles/sm/extra/behat/progress.txt"" --format=""pretty"" --out=""/Users/nicols/Sites/moodles/sm/extra/behat/pretty.txt"" --config=/Users/nicols/Sites/moodles/sm/moodledata_behat/behatrun/behat/behat.yml --tags arn

Moodle 3.6dev (Build: 20180727), 6e8235c7d3957120f16f5b9d4df8ef1ec82558b5

Php: 7.1.17, pgsql: 9.6.9, OS: Darwin 17.7.0 x86_64

Server OS ""Darwin"", Browser: ""firefox""

Started at 03-08-2018, 10:23

.......................................

Paused. Press Enter/Return to continue.

...............F



--- Failed steps:



001 Scenario: Accept policy on sign up, after completing sign up attempt to create another account # /Users/nicols/Sites/moodles/sm/moodle/admin/tool/policy/tests/behat/consent.feature:487

And I should see ""New account"" # /Users/nicols/Sites/moodles/sm/moodle/admin/tool/policy/tests/behat/consent.feature:556

""New account"" text was not found in the page (Behat\Mink\Exception\ExpectationException)



1 scenario (1 failed)

55 steps (54 passed, 1 failed)

0m9.28s (45.88Mb)

{code}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63094,Random behat fail on tool policy,"I suspect that there are some race conditions with the modals used to display policies from the footer which are causing this:

https://ci.moodle.org/job/S33.05.01%20-%20Behat%20-%20Chrome%20+%20Postgres%20+%20Clean/lastFailedBuild/



The order of the JS is (triggered by clicking on the policy):

# init vars

# make request

# on request success:

## create modal

## setup handler

## display modal



We should re-order this and add in pending checks so that it is:

# init vars

# start pending JS call

# create modal using promises for resolution of body and title

# configure setup of modal

# make request

# on request success resolve promises for body/title

# on display of modal, complete the JS call check",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-63109,User agreements page can't be interacted anymore once the consent modal gets closed,"To reproduce: 

# Log in as admin

# Go to Site administration / Users / Privacy and policies / Policy settings

# Set the ""{{Site policy handler}} to tool_policy.

# Save the changes.

# Go to Site administration / Users / Privacy and policies / Manage policies

# Create a site policy and make it active.

# Back to the ""{{Policies and agreements}}"" page, agreements link for the site policy.

# Tick one or more users and click on the ""{{Consent}}"" button at the bottom of the table.

# When the modal shows up, click ""{{Cancel}}"" or click outside the modal to close it.

# Click again on any of the checkboxes.

# *Expected:* You can continue selecting/deselecting users.

# *Actual:* The page freezes up and you can't do anything anymore unless you refresh the page.



I thought at first that it could be a regression from MDL-60207. But since I can reproduce this as well even in 35, then the problem is most likely in the ""{{User agreements}}"" page.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63114,it should not be possible to close privacy policy information on frontpage by clicking the button in the right top corner,"When you visit a moodle, then there automaticaly is an overlaying box with information about privacy policy.



I think that clicking at the button in the top right corner of the privacy policy for not logged in users means, that the user do ""not agree"". The box with the privacy policy hint should still be visible until the user clicks at the ""continue"" link to say that the user agrees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63116,Add bulk actions to the Privacy Request Table,"We should add the ability to perform bulk actions on the Data Privacy tool's request page.



The actions we need to support in bulk are:

# Approve

# Reject

# Cancel



This will make management of requests far easier.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63167,Final deprecation of the gradingform_provider interface,"Follow through with the final deprecation of the gradingform_provider.

# Delete the file grade/grading/classes/privacy/gradingform_provider.php

# Remove deprecated functions from grade/grading/classes/privacy/gradingform_legacy_polyfill.php

# Remove sections of code no longer needed in grade/grading/classes/privacy/provider.php

# Update grade/grading/form/upgrade.txt with details about the final deprecation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63184,is_site_dpo() doesn't check for any capability and it seems it should,"1) Was looking for some changes when I realized that {{is_site_dpo()}}, used widely to decide about which operations are allowed for a dpo is simply calling to {{get_site_dpos()}}, that doesn't perform any capability check, just looks for roles based in config value.



IMO, some capability should be checked, not sure if one, multiple, or maybe passed by param, but for sure we cannot decide permissions based solely on roles, capabilities are for that.



2) Tangentially related to that, it's also the fact that, for 1st time in 15 years (since admins and caps were invented), we are specifically/exceptionally denying the access to something to admins, based in some exceptional logic, say ""admins can do everything but not tasks associated to POs"". I personally find this exception (any in general) bad for the system.



I could agree that they could be warned about proper POs existing and preventing them about that but, still, they should continue doing everything. Of course, IMO. I know it was a decision but really it's killing the previous behavior for nothing. Should we start prohibiting them also to edit the gradebook or creating courses or enroling people or editing profiles? We don't do, why this case is so, so exceptional ?



That is, surely only 1) is a real bug, but the 2) reflexion really makes me not happy. Cannot find a logic justification.



Ciao :.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MDL-63187,Name overflow on purpose deletion modal,"# Create a new purpose with the name:

This is a really long category name This is a really long category name This is a really long category name

# From the table (actions column), select delete.

# Notice the view like on the attached screenshot - overflow city.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63267,Rubrics do not consider the fillings table (backport of MDL-62535),"This is a backport of MDL-62535 to the 33, 34 and 35 branches.



Originally considered a bug, but including API changes, it was only integrated to 3.6dev. But it seems that we may need this in stables as far as it's a real bug preventing some privacy information being correctly handled.



So, to decide and apply if needed. ASAP.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63295,Tool Policy changes are not stored in configuration setting report,"After activating tool_policy I made settings for policies. Later I made some changes. 

In the report for administrational settings changes these changes are not reported .



It seems that the settings in tool_policy are not logged.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63313,Check Moodle core version in the Policies plugin prior and during upgrade,The Policies plugin was merged into the standard Moodle distribution in MDL-62800. So the versions 3.3.8 and 3.4.5 will be released with the plugin newly present. We want to warn the admins via the github (contrib) version of the plugin and eventually avoid the situation when the addon code would remain in recent 3.3 or 3.4 site. Only the core code should be present.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63334,Handle correctly when module doesn't have privacy support,"This item implements a fix that breaks unit tests for Metadata registry privacy unit tests that fail when a plugin doesn't have privacy support.



The unit test sees it as not compliant and continues on testing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-63401,User expiry does not work as it should,"This issue covers three main issues:

# users are currently expired when they _finish_ a course, not when the courses that they are in _expire_. This currently means that some data is removed before it should be

# it is not possible to expire a user if they are enrolled in any open-ended courses

# any user with a user block is not deletable due to a mis-understanding in the API as to how to handle blocks -- it treats them all as belonging to a course



This issue solves these by:

# switch to respecting the _course_ expiry as a dependency of _user_ expiry.

# provide a system setting to ignore open-ended courses when calculating the user expiry (rely purely on last login time)

# rewrite the dataprivacy expiry manager to not separate out course contexts from user contexts using context level, but instead do so by actual context.



The biggest change in this patchset is for the third item.

The original code assumed that any block was always a course block, and ignored the potential for user blocks. Because of this user expiry was essentially not possible if the user had any blocks on their Dashboard. 

I felt that the best way to handle this was:

# to merge the user and course context expiry managers. The existing code separated them out based purely on their context level, which is not an accurate gauge of their type

# to change the behaviour such that any child context of a user is bundled in with the user context. It does not make sense not to do so as we do not allow any data registry configuration (purpose/category) for a specific user or for children of these anyway.



In order to complete this work I also moved the location of capability checks from the API class to the endpoints which call them. These tests do not belong in the API, and we have found this in other related issues (user bulk deletion, {{is_site_dpo}} changes, etc).



This work also necessitated that we finally stop deleting the user context, and instead just delete the related content.

As far as I'm aware, the only time we delete other contexts is when the record itself is removed. We do not remove the user record at any time, therefore we should not remove the context. The context has many things stored against it and, although some items are removed during the context deletion, this only applies to removal of _core_ items (and not even all of them). It does not support deletion of user context data in plugins at all. Again, this same change has been identified as a necessity in other related issues.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
