Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff (days),Issue Type,#Contributors,Priority
MDL-62751,Data request exception - plugin tool_log,"As reported to the privacy officer on moodle.org:

{code}
Exception occured while calling
*tool_log\privacy\provider::export_user_data*.
This means that plugin *tool_log* did not complete processing data. Below
you can find exception information that can be passed to the plugin
developer.

Error reading from database

#0 /var/www/vhosts/moodle.org/html/lib/dml/mysqli_native_moodle_database.php(1184):
moodle_database->query_end(false)
#1 /var/www/vhosts/moodle.org/html/lib/dml/moodle_database.php(1294):
mysqli_native_moodle_database->get_recordset_sql('SELECT * FROM m...',
Array, 0, 0)
#2 /var/www/vhosts/moodle.org/html/admin/tool/log/classes/local/privacy/moodle_database_export_and_delete.php(80):
moodle_database->get_recordset_select('moodleorg_archi...', '(userid =
:user...', Array, 'contextid, time...')
#3 /var/www/vhosts/moodle.org/html/lib/moodlelib.php(7764):
logstore_database\privacy\provider::export_user_data(Object(core_privacy\local\request\approved_contextlist))
#4 /var/www/vhosts/moodle.org/html/privacy/classes/manager.php(495):
component_class_callback('logstore_databa...', 'export_user_dat...',
Array)
#5 /var/www/vhosts/moodle.org/html/privacy/classes/manager.php(479):
core_privacy\manager::component_class_callback('logstore_databa...',
'tool_log\\local\\...', 'export_user_dat...', Array)
#6 /var/www/vhosts/moodle.org/html/admin/tool/log/classes/privacy/provider.php(107):
core_privacy\manager::plugintype_class_callback('logstore',
'tool_log\\local\\...', 'export_user_dat...', Array)
#7 /var/www/vhosts/moodle.org/html/admin/tool/log/classes/privacy/provider.php(77):
tool_log\privacy\provider::call_subplugins_method_with_args('export_user_dat...',
Array)
#8 /var/www/vhosts/moodle.org/html/lib/moodlelib.php(7764):
tool_log\privacy\provider::export_user_data(Object(core_privacy\local\request\approved_contextlist))
#9 /var/www/vhosts/moodle.org/html/privacy/classes/manager.php(495):
component_class_callback('tool_log\\privac...', 'export_user_dat...',
Array)
#10 /var/www/vhosts/moodle.org/html/privacy/classes/manager.php(528):
core_privacy\manager::component_class_callback('tool_log',
'core_privacy\\lo...', 'export_user_dat...', Array)
#11 /var/www/vhosts/moodle.org/html/privacy/classes/manager.php(298):
core_privacy\manager->handled_component_class_callback('tool_log',
'core_privacy\\lo...', 'export_user_dat...', Array)
#12 /var/www/vhosts/moodle.org/html/admin/tool/dataprivacy/classes/task/process_data_request_task.php(93):
core_privacy\manager->export_user_data(Object(core_privacy\local\request\contextlist_collection))
#13 /var/www/vhosts/moodle.org/html/lib/cronlib.php(185):
tool_dataprivacy\task\process_data_request_task->execute()
#14 /var/www/vhosts/moodle.org/html/lib/cronlib.php(74):
cron_run_inner_adhoc_task(Object(tool_dataprivacy\task\process_data_request_task))
#15 /var/www/vhosts/moodle.org/html/admin/cli/cron.php(61): cron_run()
#16 {main}
{code}",2,6/20/2018,5/6/2020,686,Bug,3,Minor
MDL-62755,Assignment cutoffdate and allowsubmissionfromdate are not exported,,9,6/20/2018,6/29/2018,9,Bug,6,Minor
MDL-62768,Admin privacy tool pages have no breadcrumbs,"Enable the setting ""tool_dataprivacy | contactdataprotectionofficer"".

Go to your profile page.

Follow ""data requests"" link in the ""Privacy and policies"" section.

Verify you see breadcrumb links under your user picture at the top of the page.

Â ",15,6/21/2018,3/6/2020,624,Bug,7,Minor
MDL-62843,Moodle is not clear on data retention when deleting a user,"When a site admin deletes a user, they are prompted with ""Are you absolutely sure you want to completely delete the user 'username', including their enrolments, activity and other user data?""

However we know that there is in fact quite a lot of user data that Moodle does not delete - things like assignment uploads - which once the user is deleted, cannot be removed from the site without deleting the course (this is very impractical) etc.

This is compounded by the fact that the user cannot request a tool_dataprivacy deletion after they are already deleted, so their data is ""lost to them, but kept by moodle"" forever.

I believe this puts us in a bad situation with GDPR compliance.

In a perfect world, I would like to see a checkbox or some way of asking the site admin if they want to permanently delete ALL user data at the time (like, on the same page) as they delete the user, on a per-user deletion basis (not a global setting that affects all user deletions).

OR

we need to very clearly state on the user deletion page that this method will leave the users data behind in the system, and very as specific as we can - and with instructions (from Moodle Docs link?) on how the site admin can remove this data post user deletion.

",6,7/2/2018,2/13/19,226,Improvement,5,Minor
MDL-62852,Display audience at the viewall.php page,Working onÂ MDL-62670 I've realised the audience is not displayed anywhere. It would be great to display it at leastÂ on the viewall.php page.,20,7/5/2018,7/27/2018,22,Improvement,8,Minor
MDL-62904,Users can't find where to request account deletion,"The support emails for moodle.org and learn.moodle.net often receive messages from people wanting to delete their account but not finding where to request it in the UI.Â We created the following canned response:
{quote}To request for your data to be deleted fromÂ [moodle.org|http://moodle.org/], please

# Log in and go to your profileÂ [https://moodle.org/user/profile.php]
# Click 'Data requests' in the Privacy and Policies section
# Click the New request button
# From the dropdown, select 'Delete all of my personal data'
# Click the Save changes button.{quote}

Rather than expecting users to go through all of the above steps, it would be good to simply provide them with a link on their profile page.",16,7/12/2018,10/27/2018,107,Improvement,8,Minor
MDL-62948,tool_policy behat failure,"{code}
....F----------------

--- Failed steps:

001 Scenario: Accept policy on login as guest # /var/www/html/admin/tool/policy/tests/behat/consent.feature:452
When I press ""Log in as a guest"" # /var/www/html/admin/tool/policy/tests/behat/consent.feature:464
WebDriver\Exception\UnknownError: unknown error: Element <input type=""submit"" value=""Log in as a guest""> is not clickable at point (265, 579). Other element would receive the click: <div class=""eupopup-head""></div>

{code}

The bottom floating footer covers the ""Login as guest"" button.",8,7/20/2018,7/27/2018,7,New Feature,4,Minor
MDL-62996,Missing upgrade.php file on tool_dataprivacy may cause errors when upgrading from 3.3 or 3.4,"This issue is related to the tool_dataprivacy and was discovered while fixing the following issue atÂ the School demo: https://tracker.moodle.org/browse/MDLSITE-5502

Sites with Moodle 3.3 or 3.4 and the version 3x.0.0 or 3x.1.0 of the tool_dataprivacy installedÂ won't have all the tables and fields created in the 3x.2.0 plugin version when they upgrade to 3.5. These tables and fields won't be created because the db/update.php file was removed when the plugin was moved to core:Â MDL-61899.",12,7/27/2018,8/11/2018,15,Bug,6,Major
MDL-63011,Paypal enrolement data processing breaks GDPR,"Paypal enrolement seems to get information from Paypal about users address registered at paypal and paypment process used in paypal. All these information are not visible via interface.

Storing this data even if they are inviisible breaks GDPR in some situtions.. Specially finance relevant data can be sensible special categories of data.

If such data re not visible in Moodle and there is no need to use theme they shouldn't be stored in Moodle.",1,7/30/2018,7/31/2018,1,Improvement,2,Minor
MDL-63109,User agreements page can't be interacted anymore once the consent modal gets closed,"To reproduce: 
# Log in as admin
# Go to Site administration / Users / Privacy and policies / Policy settings
# Set the ""{{Site policy handler}} to tool_policy.
# Save the changes.
# Go to Site administration / Users / Privacy and policies / Manage policies
# Create a site policy and make it active.
# Back to the ""{{Policies and agreements}}"" page, agreements link for the site policy.
# Tick one or more users and click on the ""{{Consent}}"" button at the bottom of the table.
# When the modal shows up, click ""{{Cancel}}"" or click outside the modal to close it.
# Click again on any of the checkboxes.
# *Expected:* You can continue selecting/deselecting users.
# *Actual:* The page freezes up and you can't do anything anymore unless you refresh the page.

I thought at first that it could be a regression from MDL-60207. But since I can reproduce this as well even in 35, then the problem is most likely in the ""{{User agreements}}"" page.",11,8/11/2018,9/21/2018,41,Bug,6,Major
MDL-63114,it should not be possible to close privacy policy information on frontpage by clicking the button in the right top corner,"When you visit a moodle, then there automaticaly is an overlaying box with information about privacy policy.

I think that clicking at the button in the top right corner of the privacy policy for not logged in users means, that the user do ""not agree"". The box with the privacy policy hint should still be visible until the user clicks at the ""continue"" link to say that the user agrees",0,8/12/2018,9/13/18,32,Bug,1,Minor
MDL-63167,Final deprecation of the gradingform_provider interface,"Follow through with the final deprecation of the gradingform_provider.
# Delete the file grade/grading/classes/privacy/gradingform_provider.php
# Remove deprecated functions from grade/grading/classes/privacy/gradingform_legacy_polyfill.php
# Remove sections of code no longer needed in grade/grading/classes/privacy/provider.php
# Update grade/grading/form/upgrade.txt with details about the final deprecation.",11,8/16/2018,7/4/2020,688,Bug,6,Minor
MDL-63184,is_site_dpo() doesn't check for any capability and it seems it should,"1) Was looking for some changes when I realized that {{is_site_dpo()}}, used widely to decide about which operations are allowed for a dpo is simply calling to {{get_site_dpos()}}, that doesn't perform any capability check, just looks for roles based in config value.

IMO, some capability should be checked, not sure if one, multiple, or maybe passed by param, but for sure we cannot decide permissions based solely on roles, capabilities are for that.

2) Tangentially related to that, it's also the fact that, for 1st time in 15 years (since admins and caps were invented), we are specifically/exceptionally denying the access to something to admins, based in some exceptional logic, say ""admins can do everything but not tasks associated to POs"". I personally find this exception (any in general) bad for the system.

I could agree that they could be warned about proper POs existing and preventing them about that but, still, they should continue doing everything. Of course, IMO. I know it was a decision but really it's killing the previous behavior for nothing. Should we start prohibiting them also to edit the gradebook or creating courses or enroling people or editing profiles? We don't do, why this case is so, so exceptional ?

That is, surely only 1) is a real bug, but the 2) reflexion really makes me not happy. Cannot find a logic justification.

Ciao :.)",13,8/20/2018,9/21/2018,32,Bug,5,Minor
MDL-63295,Tool Policy changes are not stored in configuration setting report,"After activating tool_policy I made settings for policies. Later I made some changes. 
In the report for administrational settings changes these changes are not reported .

It seems that the settings in tool_policy are not logged.",13,8/20/2018,9/21/2018,32,Bug,3,Minor
MDL-63313,Check Moodle core version in the Policies plugin prior and during upgrade,The Policies plugin was merged into the standard Moodle distribution in MDL-62800. So the versions 3.3.8 and 3.4.5 will be released with the plugin newly present. We want to warn the admins via the github (contrib) version of the plugin and eventually avoid the situation when the addon code would remain in recent 3.3 or 3.4 site. Only the core code should be present.,2,9/5/2018,9/7/2018,2,Task,4,Minor
MDL-63495,Extend privacy API to support multi-user operations,"As part of MDL-62560 we need to support the following operations:
# determining the list of users in a context
# deleting multiple users within a single context",8,9/6/2018,9/7/2018,1,Sub-task,4,Minor
MDL-63500,Add support for removal of context users - core_group and friends,"Add support to identify and remove users in a context for core_group, enrol_meta and enrol_cohort.",5,10/2/2018,10/12/2018,10,Sub-task,3,Minor
MDL-63526,Improve the user data retention summary to show individual modules as belonging to activities.,The individual mod defaults are show after blocks and seem a bit disconnected. The display could be improved to show that these modules belong to activities.,3,10/2/2018,10/8/2018,6,Improvement,2,Minor
MDL-63558,Add support for removal of context users - portfolios,Add support to identify and remove users in a context for portfolio_*.,1,10/4/2018,10/15/18,11,Sub-task,3,Minor
MDL-63564,Add support for removal of context users - core_question + mod_quiz,Add support to identify and remove users in a context for core_question and mod_quiz.,3,10/5/2018,10/15/2018,10,Sub-task,4,Minor
MDL-63566,Display core_userlist validation in data registry,"Display whether a component implements the core_userlist provider when it should.

I think this needs to be defined for any component implementing the {{core_user_data_provider}} but we need to confirm that is correct.",12,10/6/2018,11/7/2018,32,Sub-task,6,Minor
MDL-63586,Add support for removal of context users - profilefield_menu,Add support to identify and remove users in a context for profilefield_menu.,11,10/8/2018,11/3/2018,26,Sub-task,3,Minor
MDL-63588,Add support for removal of context users - profilefield_textarea,Add support to identify and remove users in a context for profilefield_textarea.,2,10/9/2018,10/15/2018,6,Sub-task,3,Minor
MDL-63595,Add support for removal of context users - mod_quiz,Add support to identify and remove users in a context for mod_quiz.,2,10/9/2018,10/15/2018,6,Sub-task,1,Minor
MDL-63626,mod_quiz\privacy\provider::get_contexts_for_userid error when no quiz attempt,mod_quiz\privacy\provider::get_contexts_for_userid does not work well when there is no attempt in the quiz at all.,26,10/11/2018,10/27/2018,16,Bug,5,Minor
MDL-63632,Forum provider not deleting data for users who did not create the discussion,"I've discovered that we do not correctly delete some data if a user did not post the discussion.

Although we have copious unit tests, we don't test this particular case yet (grr).",6,10/11/2018,10/31/2018,20,Bug,4,Blocker
MDL-63634,Add support for removal of context users - enrol_paypal,Add support to identify and remove users in a context for enrol_paypal.,17,10/12/2018,10/20/2018,8,Sub-task,6,Minor
MDL-63639,Add support for removal of context users - core_fileconverter,Add support to identify and remove users in a context for core_fileconverter.,18,10/12/2018,10/31/2018,19,Sub-task,3,Minor
MDL-63640,Add support for removal of context users - core_files,Add support to identify and remove users in a context for core_files.,9,10/12/2018,10/24/2018,12,Sub-task,5,Minor
MDL-63644,Erroneous query in enrol_paypal\privacy\provider::get_contexts_for_userid,"The sql query inÂ enrol_paypal\privacy\provider::get_contexts_for_userid is not correct.

The LEFT JOIN in the query should change to INNER JOIN and the AND in the join condition should change to OR.",2,10/12/2018,10/16/2018,4,Bug,1,Minor
MDL-63665,Add support for removal of context users - mod_choice,Add support to identify and remove users in a context for mod_choice.,9,10/16/2018,10/31/2018,15,Sub-task,4,Minor
MDL-63677,Random redirection during policy agreement and signup,"We were finding that when multiple users were attempting to create an account with the new tool_policy plugin enabled, they would be bounced, seemingly at random, back to the front page or initial policy page and often unable to create a new account.

You can test this by having two users try to create accounts via email authentication with policies enabled. User 1 goes through the policy agreement process, consents, and waits on the signup page. User 2 then goes through to the consent page (the page with the checkboxes to consent to all the policies). User 1 then submits their signup page. When User 2 clicks next, they will be taken back to the front page instead of the signup page.

It looks like the presignup cache is being being cleared on the 'createduser' event - any user. This removes the policy viewed/accepted states for EVERY session, causing the redirection.

I have a PR at [https://github.com/saylordotorg/moodle/pull/1] that appears to fix the issue - multiple users are able to sign up and the full policy flow is restored if a user creates an account (ignores the confirmation email and doesn't log in) and tries to create a new account again during the same session.",20,10/17/2018,1/18/2019,93,Bug,7,Minor
MDL-63678,Add support for removal of context users - ltiservice_gradebookservices,"Add support to identify and remove users in a context for ltiservice_gradebookservices.
Â ",8,10/17/2018,10/27/2018,10,Sub-task,5,Minor
MDL-63689,Add support for removal of context users - mod_workshop,Add support to identify and remove users in a context for mod_workshop.,15,10/17/2018,11/7/2018,21,Sub-task,4,Minor
MDL-63700,Add support for removal of context users - core_analytics,Add support to identify and remove users in a context for core_analytics.,10,10/18/2018,11/7/2018,20,Sub-task,4,Minor
MDL-63703,Add support for removal of context users - core_role,Add support to identify and remove users in a context for core_role.,11,10/18/2018,11/3/2018,16,Sub-task,5,Minor
MDL-63713,Add support for removal of context users - core,Add support to identify and remove users in a context for core.,10,10/19/2018,10/24/2018,5,Sub-task,5,Minor
MDL-63726,"Make ""Data retention summary"" link in the footer removable","Dear all,

MDL-62558 has introduced a link which is called ""Data retention summary"" (id=""dataretentionsummary"", pointing to /admin/tool/dataprivacy/summary.php) in the users profile (/user/profile.php) and in the footer section of our whole Moodle site.

It would be a great improvement to MDL-62558 , if the administrator could choose, if this link is shown or hidden in any place.

We currently do not plan to use this feature, as we do not have any plans to define our periods within Moodle. As this link currently can not be hidden in any good way, our users are confronted with lacking information in popular places. This creates a confusing experience for them.

A simple checkbox, to show or hide these links in the users profile and the footer would solve our problem. Thanks in advance for considering it.",20,10/22/2018,11/3/2018,12,Bug,8,Minor
MDL-63782,When attempting to sign up for an account you are returned to the age and location verification page,"As found on moodle.org,
# Click the create new account button
# Complete the age and location verification
# Agree to all policies
# Complete the new account form and click the 'Create my new account' button

Expected result: A message is displayed saying that you have been sent an account confirmation email.

Actual result: You are returned to the age and location verification page.

Note: Although I have been returned to the age and location verification page lots of times, I have sometimes got through to the page saying that you have been sent an account confirmation email. Thus, it is not possible to reliably reproduce the issue.",0,10/26/2018,12/7/2018,42,Bug,1,Minor
MDL-63865,Add missing unit tests for tool_dataprivacy provider,The tool_dataprivacy provider is not unit tested. Relevant unit tests for all provider methods need to be written.,12,11/5/2018,3/27/2020,508,Bug,5,Minor
MDL-63867,initiate_data_request_task fails if tool unconfigured,"This is a must fix for minor releases.
{code}
Adhoc task failed: tool_dataprivacy\task\initiate_data_request_task,Coding error detected, it must be fixed by a programmer: Something went wrong, system defaults should be set and we should already have a value.
Backtrace:
* line 273 of /admin/tool/dataprivacy/classes/expired_contexts_manager.php: call to tool_dataprivacy\data_registry::get_effective_contextlevel_value()
* line 211 of /admin/tool/dataprivacy/classes/expired_contexts_manager.php: call to tool_dataprivacy\expired_contexts_manager::get_nested_expiry_info_from_sql()
* line 819 of /admin/tool/dataprivacy/classes/expired_contexts_manager.php: call to tool_dataprivacy\expired_contexts_manager::get_nested_expiry_info_for_courses()
* line 809 of /admin/tool/dataprivacy/classes/expired_contexts_manager.php: call to tool_dataprivacy\expired_contexts_manager::is_course_context_expired()
* line 872 of /admin/tool/dataprivacy/classes/expired_contexts_manager.php: call to tool_dataprivacy\expired_contexts_manager::is_course_expired()
* line 897 of /admin/tool/dataprivacy/classes/expired_contexts_manager.php: call to tool_dataprivacy\expired_contexts_manager::are_user_context_dependencies_expired()
* line 1004 of /admin/tool/dataprivacy/classes/api.php: call to tool_dataprivacy\expired_contexts_manager::is_context_expired_or_unprotected_for_user()
* line 103 of /admin/tool/dataprivacy/classes/task/initiate_data_request_task.php: call to tool_dataprivacy\api::add_request_contexts_with_status()
* line 185 of /lib/cronlib.php: call to tool_dataprivacy\task\initiate_data_request_task->execute()
* line 113 of /admin/tool/task/cli/adhoc_task.php: call to cron_run_inner_adhoc_task()
{code}

The easiest solution is to add a new ""{{is_system_purpose_defined}}"" function. Essentially, the inverse of:
{code}
$classname = \context_helper::get_class_for_level($record->contextlevel);
list($purposevar, $categoryvar) = data_registry::var_names_from_context($classname);
set_config($purposevar, $record->purposeid, 'tool_dataprivacy');
set_config($categoryvar, $record->categoryid, 'tool_dataprivacy');
{code}

Following that we call the function in {{expired_contexts_manager::is_context_expired_or_unprotected_for_user()}} and have the function return true if the site is not configured (equivalent to meaning allow deletion of anything if GDPR is not configured).

We may need to hook into other places too.

To reproduce this issue, setup a new site, request a user deletion, and run the adhoc task.",27,11/5/2018,11/11/2018,6,Bug,6,Blocker
MDL-63897,Remove preprocessing stage from GDPR operations,"We originally planned to allow for an interface to approve and reject individual contexts. This necessitated splitting the request into a Pre-processing stage, and a processing stage, with the pre-processing stage locating everywhere that the user holds data.


This interface never materialised, and now that we have a combination of per-purpose protection, and per-role deletion, this is arguably no longer required. Any rejection of a context for a specific user should be done via a per-role override to the context purpose instead.

As such, we should remove the preprocessing stage. This becomes especially important given MDL-62563, and MDL-62564, where we will see the creation of automated requests.

This pre-processing stage has a number of existing issues, namely it allows for data to become stale between addition and removal.

Removing this stage and jumping straight to the awaiting approval state, and then fetching the list of contexts immediately before they are handled reduces complexity, and the possibility for this stale state. This also alleviates the need for most (but not all) of MDL-62589.",15,11/7/2018,11/11/2018,4,Improvement,6,Blocker
MDL-63919,Disable notifications for automated SARs,"As per Chris Clark's comment in MDL-62563, we should try and rate limit these somehow.

I'd recommend we not send any notification for automated SARs, though this will mean that users who are bulk deleted are also not notified about. Still, better than spamming POs/admins.",28,11/8/2018,11/11/2018,3,Bug,8,Blocker
MDL-63925,Fix URL in Moodle logo of data export HTML file,"The logo links to ""https://www.moodle.org"", when it should link to ""https://moodle.org"". Since the www subdomain is not supposed to be used, its SSL is improperly configured, so anyone clicking the link would receive a security warning page.",9,11/8/2018,11/13/2018,5,Bug,6,Minor
MDL-63926,Add support for removal of context users - block_recentlyaccesseditems,Add support to identify and remove users in a context for block_recentlyaccesseditems. Also create unit tests to cover all privacy provider methods.,10,11/8/2018,11/17/2018,9,Task,5,Minor
MDL-63942,Disable delete existing users task by default,"I think we're going to have to disable the {{tool_dataprivacy\task\delete_existing_deleted_users}} by default and, instead, document how to use it (either via Run Now, or setup and run).

We're seeing people hitting issues because of the initial pre-processing.",8,11/9/2018,11/11/2018,2,Bug,5,Blocker
MDL-63946,Incorrect filename in plagiarism provider,"{{plagiarism/classes/privacy/plagiarims_user_provider.php}}
Typo in plagiarism",7,11/9/2018,11/11/2018,2,Bug,5,Minor
MDL-63969,Add support for removal of context users - core_favourites,"Add support to identify and remove users in a context for core_favourites, as well as export relevant data. Also implement these in any providers that require them.",16,11/12/2018,11/20/2018,8,Task,6,Minor
MDL-64062,Move favourite conversations from the system context,We should move the favourite conversations from the system context to the user or the conversation context (I can see some benefits for each case).,2,11/16/2018,11/19/2018,3,Bug,2,Minor
MDL-64205,Invalid user error shows on Data requests page,"This has been originally reported by [~marycooch] at her own site and I was able to reproduce it.

Say a user self-registers but does not confirm the account. Eventually the task {{delete_unconfirmed_users_task}} gets executed and an automatic request to delete the user's data is created (via the observer introduced in MDL-62564), but the user's account is immediately deleted. So we end up with a record in the {{tool_dataprivacy_request}} table pointing to a non-existing userid.

I believe we should not delete the actual user record - even for unconfirmed users - same as we do not deleted them in the {{delete_incomplete_users_task}}",20,11/25/2018,11/28/2018,3,Bug,5,Critical
MDL-64221,Check and update Privacy Provider queries to improve performance,We need to check all of our privacy providers calls to add_from_sql to reduce their complexity. Many of these have a large number of LEFT JOINs when we should (in hindsight) have created them with a large number of queries with INNER JOINs.,0,11/27/2018,11/30/18,3,Epic,1,Minor
MDL-64323,GDPR: New request form user search - not using configured fields,"When creating a GDPR request on behalf of a user, you need to search for them in the user field.

The AJAX selector that searches for a user does not use the appropriate logic. It always searches the names (first/last), email, and username. 

It never searches the extra fields that are specified in admin settings (showuseridentity).

This code is in admin/tool/dataprivacy/classes/external.php, function get_users.

Currently it uses the datalib get_users function, which behaves incorrectly (as above) - it should probably be deprecated really. For example, in sites that don't support email address or username for searching, it probably shouldn't be searched.

I searched the code for examples of how to do this correctly, I believe it is roughly:

$extrafields = get_extra_user_fields($context);
list($sql, $params) = users_search_sql($query, 'u', false, $extrafields, $excludedusers);

(And then do the SQL query.)

In addition to this, the display of the user name popup (after you search and it finds somebody) which can be found in templates/form-user-selector-suggestion.mustache is not really appropriate either - this should:

(a) display the user's name 
and
(b) also show - probably as a comma separated list - any fields that are returned by the get_extra_user_fields($context) function.

Currently it shows like 'Full Name (email)'. So it should show:

- If there's nothing from get_extra_user_fields, just 'Full name'
- If there is a response, then those fields, in that order, comma-separated, e.g. 'Full Name (email, idnumber, department)'

A particular use case for this is to search for somebody by their student number (idnumber). This is not possible in the current system. Not very helpful for our admin staff. :) But anyway, it ought to support the standard admin settings in this area.

So to summarise all this into what needs doing (my opinion):

1. The search should use all the fields selected in the showuseridentify admin setting, in addition to names, if the current user has moodle/site:viewuseridentity permission. If they do not have that permission then it should only search names.

2. When displaying the popup of the selected user, this should also show all the fields selected in showuseridentity, in addition to names, if the current user has moodle/site:viewuseridentity permission. If they do not have that permission then it should only show names.

3. There should be a PHPunit test of the web service to test the search behaviour. This should cover (may be one or several tests): 
* searching by name, as present (finds the user)
* searching by a field configured in admin settings when user has viewuseridentity permission (finds the user)
* searching by a field when user doesn't have viewuseridentity permission (doesn't find the user)
* searching for a different field that is not configured in admin settings, when user does have permission (doesn't find the user)

4. There should be a Behat test of the overall interface to test the popup appearance. This should cover:
* display when user does not have the viewuseridentity, name only
* display when they do have it, include all fields selected in admin settings (and not other fields)

",30,12/4/2018,1/25/2019,52,Improvement,5,Minor
MDL-64446,GDPR Data deletion - Course deletion,"When I select a course in ""Data deletion"" and I delete it the course remain available also after the scheduled tasks were executed.
If the course have the self enrollment active, users can enroll to the course and do activities also if all the contexts of the course results as deleted on DB (status 2 in mdl_tool_dataprivacy_ctxexpired).

STEP TO REPRODUCE
# Create a new course
# Set auto enrollment active
# Set start and end date (you can set also date in the past so you do not wait days)
# If not created in data registry, create a purpose for the course (I created a purpose with 1 day retention for the site so the course inherit it)
# Create some activities on the course
# Do some activities as student on the course
# Use ""Data deletion"" for delete the course
# Run the privacy scheduled tasks

At this point I expect that the course is not available any more but the course is still visile (without participants and with empty activities) and students can enroll and do activities on the course.

Sorry for my bad English! :-)",1,12/19/2018,3/1/2019,72,Bug,2,Major
MDL-64541,Data Export download Zip can't be opened by Windows,"A user downloads their data as part of the ""Export all of my data"" request.

The Zip file downloads.Â  They double click to open it.Â Â 

They get an error message:

*{{Windows cannot open the folder.}}{{The Compressed (zipped) Folder 'location....zip' is invalid}}*

{{So far I have tested this on Windows 7 and Windows 10 and got the same error message.}}

{{The file does open in dedicated Zip software like 7-Zip.}}",1,1/9/2019,1/10/2019,1,Bug,2,Minor
MDL-64627,Action-menu doesn't work on data request page. Solved.,"Hello,

there is a problem on Data request page on Moodle 3.5.4. Actions-menu items do not display correctly at all, you cannot see them all. Tested with Clean and Boost themes.

Tested with:Â 
* Moodle 3.5.4
* theme_boostÂ 2016102100
* theme_clean ????

Â 

!gdpr_boost.png|thumbnail!!gdpr_clean.png|thumbnail!

Â ",2,1/18/2019,1/21/2019,3,Bug,2,Minor
MDL-64702,Badges does not include related data in a privacy export,"The following additional pieces of data were added to badges in 3.6, but the privacy API does not include any of them.

Related badges, alignments, endorsements.

Â 

Â ",31,1/25/2019,5/1/2019,96,Bug,4,Minor
MDL-64737,Exception occurred while calling editor_atto\privacy\provider::export_user_data,"This has been reported by [~marycooch] and [~tsala] as affecting the personal data requests on moodle community sites. We are receiving the following exception.

{code}
Exception occurred while calling editor_atto\privacy\provider::export_user_data.
This means that plugin editor_atto did not complete the processing of data. The following exception information may be passed on to the plugin developer:

ERROR: missing param ""param60"" in query

#0 /var/www/html/lib/dml/mysqli_native_moodle_database.php(1178): moodle_database->fix_sql_params('SELECT *\n ...', Array)
#1 /var/www/html/lib/editor/atto/classes/privacy/provider.php(138): mysqli_native_moodle_database->get_recordset_sql('SELECT *\n ...', Array)
#2 /var/www/html/lib/moodlelib.php(7858): editor_atto\privacy\provider::export_user_data(Object(core_privacy\local\request\approved_contextlist))
#3 /var/www/html/privacy/classes/manager.php(578): component_class_callback('editor_atto
pri...', 'export_user_dat...', Array)
#4 /var/www/html/privacy/classes/manager.php(611): core_privacy\manager::component_class_callback('editor_atto', 'core_privacy
lo...', 'export_user_dat...', Array)
#5 /var/www/html/privacy/classes/manager.php(339): core_privacy\manager->handled_component_class_callback('editor_atto', 'core_privacy
lo...', 'export_user_dat...', Array)
#6 /var/www/html/admin/tool/dataprivacy/classes/task/process_data_request_task.php(113): core_privacy\manager->export_user_data(Object(core_privacy\local\request\contextlist_collection))
#7 /var/www/html/lib/cronlib.php(259): tool_dataprivacy\task\process_data_request_task->execute()
#8 /var/www/html/lib/cronlib.php(147): cron_run_inner_adhoc_task(Object(tool_dataprivacy\task\process_data_request_task))
#9 /var/www/html/lib/cronlib.php(68): cron_run_adhoc_tasks(1548845762)
#10 /var/www/html/admin/cli/cron.php(61): cron_run()
{code}

This seems to be a regression of MDL-62601 as currently, the method {{\editor_atto\privacy\provider::export_user_data()}} in the lib/editor/atto/classes/privacy/provider.php is apparently wrong as it works with an undefined variable contextsql in the first query there.

Easily to reproduce:
{code}
$ vendor/bin/phpunit lib/editor/atto/tests/privacy_provider.php
{code}

I was wondering why this has not been caught by our automatic unit test runs as it clearly fails. I realized the problem is with incorrectly named testsuite file. Only files ending with ""_test.php"" suffix are implicit part of a testsuite. So our PHPUnit infrastructure has always skipped this file (and one other I found) and it was never detected.",14,1/31/2019,2/1/2019,1,Bug,4,Blocker
MDL-64782,performance improvement for get_users_in_context (take #2),"This is a followup of MDL-63785 where a good number of privacy queries were simplified to avoid joining with the contexts table when the contexts being searched are block, course or user. Simply because the instanceid of those contexts that we are fetching now is, already, the block, course or user id that we have in the different tables.

This issue is about to look for remaining cases ([some were detected|https://tracker.moodle.org/browse/MDL-63785?focusedCommentId=656628&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-656628] in the original issue, there may be more) to follow the same simplification approach if the original one is accepted.

Ciao :-)",17,2/5/2019,4/27/2019,81,Improvement,5,Minor
